text,label
gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh .,0
never come up with an adequate reason why we should pay money for what we can get on television for free,0
"colorful , semimusical",1
"loose , unaccountable",0
ca n't believe anyone would really buy this stuff .,0
staged violence overshadows everything,0
"it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",0
that 's neither completely enlightening,0
"romeo and juliet/west side story territory , where it plainly has no business going",0
"to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's",0
"as rude and profane as ever , always hilarious and , most of the time , absolutely",1
its engaging simplicity,1
it forces you to watch people doing unpleasant things to each other and themselves,1
its questionable satirical ambivalence,0
", i do n't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .",0
warm in its loving yet unforgivingly inconsistent depiction of everyday people,1
"cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .",0
"for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary",0
to the gallic ` tradition of quality,1
without sham the raw-nerved story,1
"relies less on forced air than on petter næss ' delicate , clever direction ... and a wonderful , imaginative script by axel hellstenius .",1
thoroughly enjoyable,1
was worse . '',0
of a so-called ` comedy ' and not laugh,0
"leigh is n't breaking new ground , but he knows how a daily grind can kill love",1
just such a dungpile that you 'd swear you,0
", the film is deadly dull",0
the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .,1
described as sci-fi generic,0
hilary,1
present an unflinching look,1
a bit melodramatic and even a little dated,0
"loud , brash and mainly unfunny",0
"by an inconsistent , meandering , and sometimes dry plot",0
's a feel-good movie about which you can actually feel good .,1
"it 's packed with adventure and a worthwhile environmental message , so",1
it 's still quite worth seeing,1
"some movies and artfully restrained in others , 65-year-old jack nicholson",1
characteristically startling visual style,1
"most importantly ,",1
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters --,0
stunningly,1
"becomes just another voyeuristic spectacle , to be consumed and forgotten",0
passion and energy,1
a disappointingly thin slice of lower-class london life ; despite the title ...,0
"a movie that , quite simply , should n't have been made .",0
"a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment",1
was n't just bad,0
"it 's a setup so easy it borders on facile ,",0
dog,1
you thought was going to be really awful,0
parker exposes the limitations of his skill and the basic flaws in his vision . ',0
novels to the big screen,1
becomes instead a grating endurance test,0
"it looks like an action movie , but it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such",0
"appalling , shamelessly manipulative and contrived , and totally lacking in conviction",0
experienced,1
"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",0
"is an exercise in chilling style , and twohy films the sub , inside and out , with an eye on preserving a sense of mystery .",1
this wo n't seem like such a bore,0
"helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears",0
is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,0
"a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire",1
"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",1
us all,1
a wild ride juiced with enough energy and excitement for at least three films .,1
you 've got to admire ... the intensity with which he 's willing to express his convictions,1
's hard to imagine that even very small children will be impressed by this tired retread,0
gets a lot of flavor and spice into his charade remake,1
it has made its way into your very bloodstream,1
shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls,0
charming 2000 debut shanghai noon,1
earnestness,1
"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .",0
"is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams",1
and for all the wrong reasons besides .,0
look no further,1
becomes a bit of a mishmash,0
also captures moments of spontaneous creativity and authentic co-operative interaction,1
unfaithful is at once intimate and universal cinema .,1
the pay-off is negligible,0
is a masterpiece .,1
how i killed my father compelling,1
murderer,0
"a stupid , derivative horror film that substitutes extreme",0
diva,1
lustrous polished visuals,1
definitely worth 95 minutes of your time .,1
"creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .",1
we 've liked klein 's other work but rollerball left us cold .,0
cliche pileup,0
"( jeff 's ) gorgeous ,",1
will be from unintentional giggles -- several of them .,0
shot but dull and ankle-deep ` epic .,0
never rises above mediocrity,0
a summer,1
"off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .",0
"is n't heated properly , so that it ends up",0
full well,1
revigorates,1
seems as deflated as he does,0
frustrations,0
the shocking conclusion is too much of a plunge,0
been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
if you appreciate the one-sided theme to lawrence 's over-indulgent tirade,0
beautifully crafted and brutally honest,1
which proves that rohmer still has a sense of his audience,1
certainly the performances are worthwhile .,1
seems hopelessly juvenile,0
laughs,1
are times when the film 's reach exceeds its grasp,0
an unintentionally surreal kid 's picture ... in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode .,0
lost on the target audience,0
", austin powers in goldmember has some unnecessary parts and is kinda wrong in places .",0
become a major-league leading lady,1
"some of the visual flourishes are a little too obvious , but restrained and subtle storytelling , and fine performances make this delicate coming-of-age tale a treat .",1
mad,0
"video , and so devoid of artifice and purpose",0
defend himself,1
"does n't end up having much that is fresh to say about growing up catholic or , really , anything .",0
"'s super - violent , super-serious and super-stupid .",0
in such odd plot,0
has found the perfect material with which to address his own world war ii experience in his signature style .,1
"exalts the marxian dream of honest working folk ,",1
"glows with enthusiasm , sensuality and a conniving wit",1
"assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0
none of which ever seem to hit,0
"a divine monument to a single man 's struggle to regain his life , his dignity and his music",1
to films which will cause loads of irreparable damage that years and years of costly analysis could never fix,0
"its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control",1
has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product,0
salient points,1
highly engaging .,1
the greatest natural sportsmen,1
be wishing for a watch that makes time go faster rather than the other way around,0
this is a shrewd and effective film from a director who understands how to create and sustain a mood .,1
"high crimes carries almost no organic intrigue as a government / marine/legal mystery , and",0
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,1
the only thing i laughed at,0
that someone other than the director got into the editing room and tried to improve things by making the movie go faster,0
"at the diverse , marvelously twisted shapes history has taken",1
"( davis ) wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",0
are frequently too dark to be decipherable,0
"... an often intense character study about fathers and sons , loyalty and duty .",1
none of them are ever any good,0
a bloated plot that stretches the running time about 10 minutes,0
with real world events,1
"that it 's offensive , but",0
fessenden continues to do interesting work,1
it is definitely worth seeing .,1
cross-dressing,0
"from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb",1
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,0
"it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",1
"'s a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today",1
"the proficient , dull sorvino",0
its committed dumbness,0
swirling,1
visually graceful,1
the wounds of the tortured and self-conscious material,0
"may be more genial than ingenious , but it gets the job done",1
detention,0
more experimental in its storytelling,1
"have potential as a cult film ,",1
spy flick worthy,1
on `` stupid,0
goddammit,0
wanderers and a bronx tale,0
uniquely sensual metaphorical dramatization,1
at its best moments,1
"one of my greatest pictures , drunken master",1
"failing , ultimately , to make something bigger out of its scrapbook of oddballs",0
"the film has ( its ) moments , but",1
simple message,1
natural affability,1
"after sitting through this sloppy , made-for-movie comedy special",0
the most screwy thing here is how so many talented people were convinced to waste their time,0
in all the best possible ways,1
"it is very difficult to care about the character , and that is the central flaw of the film",0
touched,1
check this one out,1
this is classic nowheresville in every sense,0
the connected stories of breitbart and hanussen are actually fascinating,1
imaginatively mixed cast,1
bean drops the ball too many times ... hoping the nifty premise will create enough interest to make up for an unfocused screenplay .,0
"frankly , it 's pretty stupid .",0
dramatic punch,1
boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon .,0
nothing short of a travesty of a transvestite comedy,0
"flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism",1
solo,1
a rare treat that shows the promise of digital filmmaking,1
"as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .",1
are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?,0
no amount of imagination,0
might just be better suited to a night in the living room than a night at the movies,0
with poetic force and buoyant feeling,1
"all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas",1
"is hugely overwritten , with tons and tons of dialogue -- most of it given to children",0
putters along looking for astute observations and coming up blank,0
stretched over the nearly 80-minute running time,0
quietly vulnerable,1
"is a beautiful , aching sadness to it all",1
you 're never quite sure where self-promotion ends and the truth begins,0
"the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks",1
profound ethical and philosophical questions,1
"still , this flick is fun , and host to some truly excellent sequences .",1
so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks,0
he 's spiffing up leftovers that are n't so substantial or fresh,0
the gags are often a stitch .,1
"has a delightfully dour , deadpan tone and stylistic consistency .",1
"it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",1
"did no one on the set have a sense of humor , or did they not have the nerve to speak up",0
of oral storytelling frozen onto film,1
"a more annoying , though",0
gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers,1
"has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth",1
you hate to tear your eyes away from the images long enough to read the subtitles,1
there are laughs aplenty,1
codswallop,0
academy award,1
notice the 129-minute running time,0
artsy and often pointless,0
undermines the possibility for an exploration of the thornier aspects of the nature/nurture argument in regards,0
"easy to swallow , but scarcely nourishing",0
freshness,1
the most irresponsible picture ever released by a major film studio .,0
visually striking,1
the dead ( water ) weight of the other,0
", in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",0
like john le carré with a couple of burnt-out cylinders,0
explores the awful complications of one terrifying day,1
jackass is a vulgar,0
"this nasty comedy pokes fun at the same easy targets as other rowdy raunch-fests -- farts , boobs , unmentionables -- without much success .",0
relies on more than special effects,1
are likely to be as heartily sick of mayhem as cage 's war-weary marine,0
just does n't make sense,0
a riveting story,1
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s.",1
evocative shades,1
the needs of moviegoers for real characters and compelling plots,0
its cutesy reliance,1
"turned out nearly 21/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing",0
"( lin chung 's ) voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .",0
comes from the heart,1
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release .",0
very lively dream,1
may have many agendas,1
could be any flatter,0
be more timely in its despairing vision of corruption,0
lingering death,0
manages to string together enough charming moments to work .,1
decent popcorn adventure,1
"is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",0
"their super-powers , their super-simple animation",0
finds the ideal outlet for his flick-knife diction in the role of roger swanson,1
clever ways,1
her agreeably startling use of close-ups,1
"the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .",1
nothing original,0
this movie sucks . ',0
"flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up",0
impersonal,0
imponderably stilted and,0
that never really busts out of its comfy little cell,0
beautiful images and solemn words,1
slather clearasil over the blemishes of youth,0
top-billed star bruce willis,1
why this project was undertaken,0
a touching drama,1
you 're in luck .,1
about the thousands of americans who die hideously,0
should bolster director and co-writer,1
"of longing , lasting traces of charlotte 's web of desire and desperation",1
this exciting new filmmaker has brought to the screen,1
seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .,0
"the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head .",1
to the flowering of the south korean cinema,1
imaginative as one might have hoped,1
the film itself -- as well its delightful cast -- is so breezy,1
less a movie,0
the disjointed feel of a bunch of strung-together tv episodes .,0
balances both traditional or modern stories together,1
is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,1
gangster no. 1 drips,0
of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination,0
from grace that still leaves shockwaves,1
a play that only ever walked the delicate tightrope between farcical and loathsome,0
"inescapably gorgeous ,",1
"that beneath the familiar , funny surface",1
of breathtaking mystery,1
fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0
sitting open too long,0
rotten in almost every single facet of production,0
kill the effect,0
-- elegant technology for the masses --,1
"of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties",1
a cellophane-pop remake of the punk,0
a dungpile,0
forcing us to endure every plot contrivance that the cliché-riddled genre can offer,0
the entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,0
untrained in acting,0
"getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic",0
without bestowing the subject with the intelligence or sincerity it unequivocally deserves,0
most appealing movies,1
it is more than merely a holocaust movie,1
of outrageous force and craven concealment,0
make it as much fun,1
has something interesting to say,1
"'s also built on a faulty premise , one it follows into melodrama and silliness",0
"cheapo animation ( like saturday morning tv in the '60s ) , a complex sword-and-sorcery plot and characters who all have big round eyes and japanese names",0
"an entertaining british hybrid of comedy , caper thrills and quirky romance",1
simple misfire,0
very least,0
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema",1
"of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them",0
as blasphemous and nonsensical as a luis buñuel film,0
"; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , '",0
film a must for everyone from junior scientists,1
too many,0
a little weak,0
genuine and,1
not smart or,0
"... very funny , very enjoyable ...",1
"i liked about schmidt a lot , but i have a feeling that i would have liked it much more if harry & tonto never existed .",1
the characters are intriguing and realistic,1
more than a movie,1
the bravery and dedication,1
strangely comes off as a kingdom more mild than wild .,1
a medium-grade network sitcom --,0
"fast , funny , and even touching story",1
in the best possible senses of both those words,1
"uninteresting , unlikeable people",0
explode,1
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree",1
are true to the essence of what it is to be ya-ya,1
guilt-trip,0
"the film never recovers from the clumsy cliché of the ugly american abroad , and the too-frosty exterior ms. paltrow employs to authenticate her british persona is another liability .",0
"runs a good race , one that will have you at the edge of your seat for long stretches",1
increasingly implausible as it,0
"to sort the bad guys from the good , which is its essential problem",0
"a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn",1
shoplifts shamelessly from farewell-to-innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence,0
"has been written so well , that even a simple `` goddammit ! ''",1
all will be greek to anyone not predisposed to the movie 's rude and crude humor .,0
to see how many times they can work the words `` radical '' or `` suck '' into a sentence,0
"the three leads produce adequate performances , but",1
that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen,0
"a buoyant , expressive flow of images",1
"drama ,",0
"first-class , natural acting",1
complain,0
"despite the film 's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .",1
hilarious and sad,1
"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but",1
they presume their audience wo n't sit still for a sociology lesson,0
are remarkable .,1
make it human,1
woozy,0
its empty head,0
` dumb,0
"too much of storytelling moves away from solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .",0
"hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb",1
which becomes something about how lame it is to try and evade your responsibilities,0
it wears out its welcome as tryingly as the title character .,0
's peppered with false starts and populated by characters who are nearly impossible to care about,0
is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing,0
unrecoverable life,0
tantamount to insulting the intelligence of anyone who has n't been living under a rock,0
have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention,0
comes off as insultingly simplistic,0
just did n't care,0
surrealist flourishes,1
much further than we imagine,1
reprehensible,0
but filmmaker yvan attal quickly writes himself into a corner,0
a game of ` who 's who ' ... where the characters ' moves are often more predictable than their consequences,0
ah-nuld 's action hero days might be over .,0
into sub-tarantino cuteness,1
in the end it 's as sweet as greenfingers,1
sun-splashed whites,1
in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .,0
( a ) stale retread of the '53 original .,0
distance it from the pack of paint-by-number romantic comedies,1
"this is a movie that is what it is : a pleasant distraction , a friday night diversion , an excuse to eat popcorn .",1
psychopathic,0
"resident evil is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail .",0
"is thinking that we needed sweeping , dramatic , hollywood moments to keep us",0
the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,0
"it 's fun , but it 's a real howler .",1
of hype,0
complex portrait of a modern israel that is rarely seen on-screen,1
cumbersome,0
can not overcome blah characters,0
bottomlessly,0
accumulated enjoyment,1
a brutally dry satire of middle american numbness .,0
zings along with vibrance and warmth .,1
that a decent draft in the auditorium might blow it off the screen,0
touching melodrama,1
's nothing interesting in unfaithful whatsoever .,0
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,0
sumptuous work,1
daring and beautifully made,1
good and different,1
own ambitious goals,1
the banality and hypocrisy,0
"that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal",1
a young robert deniro,1
cranky,0
"it 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel ,",0
"stupid ,",0
as do the girls ' amusing personalities,1
anachronistic quick edits and,1
"high drama , disney-style - a wing and a prayer and a hunky has-been pursuing his castle in the sky .",1
"yes , spirited away is a triumph of imagination , but it 's also a failure of storytelling .",0
a frustrating patchwork :,0
... works on some levels and is certainly worth seeing at least once .,1
much better documentary,1
gives everyone,1
"no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",0
infectious enthusiasm,1
burnt out on it 's a wonderful life marathons and bored with a christmas carol,0
"enigma is well-made , but it 's just too dry and too placid .",0
bile,0
and dreary piece,0
find it diverting,0
who know nothing about the subject,0
quick-witted,1
done his subject justice,1
pure disney,1
"is unfocused , while the story goes nowhere",0
", hollywood is sordid and disgusting .",0
seem barely in the same movie,0
the sheer joy and pride,1
the heat of the moment,1
to a few rather than dozens,0
bravado -- to take an entirely stale concept and push it through the audience 's meat grinder one more time,0
's much to recommend the film .,1
match the ordeal of sitting through it,0
inspiration,1
the movie is in a class by itself,1
exceedingly rare,1
appeals to me,1
that may make you hate yourself for giving in,0
puzzle whose pieces do not fit,0
really need a remake of `` charade,1
's worth the price of admission for the ridicule factor alone,1
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but",1
hotter-two-years-ago rap and r&b names and references,0
"despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .",0
", irredeemably awful .",0
"the movie should win the band a few new converts , too",1
just plain dumb,0
that would make it the darling of many a kids-and-family-oriented cable channel,1
will enjoy themselves .,1
"satisfyingly scarifying , fresh and old-fashioned at the same time .",1
special effects that run the gamut from cheesy to cheesier to cheesiest,0
"conduct in a low , smoky and inviting sizzle",1
toilet-humor codswallop,0
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny .,1
can out-bad-act the other,0
a sub-formulaic slap,0
"it could be a lot better if it were , well , more adventurous .",0
"it 's nice to see piscopo again after all these years , and chaykin and headly are priceless",1
a fairly enjoyable mixture of longest yard ... and the 1999 guy ritchie caper lock stock and two smoking barrels .,1
"none of this is very original , and it is n't particularly funny .",0
crowd pleaser,1
the christ allegory does n't work because there is no foundation for it,0
directed but terminally cute drama .,1
came handed down from the movie gods on a silver platter,1
a dazzling dream of a documentary .,1
"so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",1
dopey dialogue and sometimes inadequate performances,0
`` new best friend '',1
", overlong , and bombastic",0
living harmoniously,1
"style , structure and rhythms",1
"with terrific computer graphics , inventive action sequences and a droll sense of humor",1
ambitious films,1
", undisputed scores a direct hit .",1
"perry 's good and his is an interesting character ,",1
"all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film",0
stupid and pointless,0
pompous and,0
truly excellent sequences,1
the dragons are the real stars of reign of fire and you wo n't be disappointed,1
"there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",0
unfilmable '' novels,0
"a subtle , humorous , illuminating study",1
most of the pitfalls you 'd expect in such a potentially sudsy set-up,0
genuinely bone-chilling,1
even the bull gets recycled .,1
two towers outdoes its spectacle .,1
foul-mouthed,0
a good line in charm,1
"the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport",1
hackneyed,0
"heroes would be a film that is n't this painfully forced , false and fabricated",0
is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories,0
it comes off as annoying rather than charming,0
"retread ,",0
are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster,1
but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history,1
independent or,1
the payoff,1
one that is presented with great sympathy and intelligence,1
"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0
is n't afraid to provoke introspection in both its characters and its audience,1
constant fits of laughter,1
that 's hardly any fun to watch,0
rehashes,0
able to appreciate the wonderful cinematography and naturalistic acting,1
's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals,1
anonymous chiller,1
"more than makes up for in drama , suspense , revenge , and romance",1
treasured,1
"a question for philosophers , not filmmakers",0
it 's the worst movie of 2002,0
fantastically vital,1
damned wonderful,1
by corrupt and hedonistic weasels,0
"a film really has to be exceptional to justify a three hour running time , and this is n't",0
humor and poignancy,1
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back .",1
non-stop funny feast,1
hugely enjoyable in its own right though not really faithful,1
repetitious,0
a joy to watch and -- especially -- to listen to,1
"we hate ( madonna ) within the film 's first five minutes , and she lacks the skill or presence to regain any ground",0
to the most enchanting film of the year,1
teen-sleaze equivalent,0
that is masterly,1
"appear foolish and shallow rather than , as was more likely ,",0
corny sentimentality,0
"watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media",1
"crisp framing , edgy camera work",1
who manages to blast even the smallest sensitivities from the romance with his clamorous approach,0
sincere acting,1
's as hard to classify as it is hard to resist,1
"by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent",0
the crassness of this reactionary thriller,0
two fine actors,1
betters it,1
for the film 's winning tone,1
about a couple of saps stuck in an inarticulate screenplay,0
is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory,0
right at home,1
